iter	Passed	Remaining
1664	55316	110799
1665	55346	110758
1666	55383	110733
1667	55417	110702
1668	55448	110664
1669	55475	110619
1670	55507	110582
1671	55543	110554
1672	55576	110521
1673	55607	110484
1674	55640	110450
1675	55677	110424
1676	55710	110390
1677	55743	110358
1678	55772	110316
1679	55811	110293
1680	55844	110261
1681	55880	110231
1682	55914	110201
1683	55943	110159
1684	55975	110124
1685	56007	110088
1686	56041	110056
1687	56075	110024
1688	56104	109982
1689	56136	109948
1690	56169	109913
1691	56197	109871
1692	56231	109839
1693	56267	109811
1694	56299	109775
1695	56331	109740
1696	56367	109711
1697	56404	109687
1698	56440	109658
1699	56474	109627
1700	56509	109597
1701	56545	109569
1702	56580	109539
1703	56613	109506
1704	56647	109474
1705	56679	109438
1706	56716	109412
1707	56755	109390
1708	56793	109366
1709	56830	109340
1710	56869	109317
1711	56905	109290
1712	56978	109333
1713	57023	109321
1714	57058	109292
1715	57093	109262
1716	57128	109233
1717	57162	109201
1718	57200	109177
1719	57234	109144
1720	57262	109101
1721	57298	109073
1722	57336	109048
1723	57370	109017
1724	57404	108986
1725	57440	108956
1726	57472	108921
1727	57504	108886
1728	57536	108850
1729	57567	108813
1730	57599	108777
1731	57633	108745
1732	57668	108714
1733	57706	108690
1734	57741	108659
1735	57774	108627
1736	57810	108598
1737	57844	108566
1738	57874	108527
1739	57905	108489
1740	57937	108453
1741	57968	108416
1742	58003	108386
1743	58039	108358
1744	58069	108318
1745	58098	108277
1746	58132	108246
1747	58166	108212
1748	58200	108182
1749	58233	108147
1750	58269	108118
1751	58304	108090
1752	58342	108065
1753	58378	108036
1754	58406	107993
1755	58450	107979
1756	58478	107937
1757	58515	107911
1758	58550	107880
1759	58584	107848
1760	58619	107817
1761	58655	107789
1762	58691	107761
1763	58727	107732
1764	58761	107701
1765	58796	107672
1766	58831	107641
1767	58866	107610
1768	58896	107572
1769	58924	107528
1770	58957	107495
1771	58994	107468
1772	59029	107437
1773	59065	107410
1774	59096	107372
1775	59124	107330
1776	59164	107309
1777	59198	107277
1778	59235	107250
1779	59269	107218
1780	59307	107192
1781	59341	107160
1782	59377	107132
1783	59412	107102
1784	59444	107067
1785	59474	107027
1786	59510	106998
1787	59542	106962
1788	59575	106929
1789	59608	106895
1790	59642	106863
1791	59673	106825
1792	59710	106798
1793	59742	106764
1794	59776	106732
1795	59811	106700
1796	59852	106682
1797	59885	106647
1798	59919	106616
1799	59953	106584
1800	59985	106548
1801	60020	106517
1802	60054	106485
1803	60089	106455
1804	60125	106427
1805	60157	106392
1806	60191	106359
1807	60221	106320
1808	60256	106289
1809	60289	106255
1810	60320	106218
1811	60355	106189
1812	60391	106158
1813	60424	106126
1814	60452	106083
1815	60481	106041
1816	60516	106011
1817	60549	105977
1818	60584	105947
1819	60616	105912
1820	60649	105878
1821	60681	105843
1822	60713	105807
1823	60747	105776
1824	60781	105743
1825	60818	105715
1826	60854	105686
1827	60891	105660
1828	60921	105621
1829	60956	105591
1830	60988	105555
1831	61016	105513
1832	61047	105475
1833	61076	105435
1834	61108	105400
1835	61146	105373
1836	61181	105344
1837	61211	105304
1838	61241	105265
1839	61277	105238
1840	61313	105209
1841	61344	105170
1842	61378	105139
1843	61413	105109
1844	61446	105074
1845	61479	105041
1846	61512	105007
1847	61551	104983
1848	61582	104947
1849	61619	104918
1850	61656	104892
1851	61685	104852
1852	61715	104812
1853	61741	104768
1854	61773	104731
1855	61813	104710
1856	61846	104675
1857	61879	104641
1858	61913	104609
1859	61947	104577
1860	61976	104537
1861	62006	104498
1862	62033	104454
1863	62069	104425
1864	62099	104386
1865	62132	104354
1866	62163	104315
1867	62195	104280
1868	62234	104257
1869	62269	104227
1870	62303	104194
1871	62338	104164
1872	62371	104130
1873	62404	104096
1874	62433	104056
1875	62465	104020
1876	62500	103990
1877	62537	103962
1878	62571	103930
1879	62604	103897
1880	62633	103857
1881	62671	103830
1882	62706	103800
1883	62735	103760
1884	62765	103722
1885	62805	103699
1886	62839	103667
1887	62875	103637
1888	62903	103596
1889	62939	103566
1890	62973	103535
1891	63005	103498
1892	63039	103467
1893	63073	103434
1894	63103	103396
1895	63136	103362
1896	63167	103325
1897	63201	103293
1898	63234	103259
1899	63265	103222
1900	63304	103197
1901	63334	103160
1902	63372	103134
1903	63406	103101
1904	63441	103071
1905	63475	103039
1906	63509	103007
1907	63542	102972
1908	63571	102933
1909	63604	102899
1910	63637	102865
1911	63666	102825
1912	63701	102795
1913	63735	102762
1914	63762	102719
1915	63799	102692
1916	63834	102661
1917	63871	102633
1918	63899	102591
1919	63933	102559
1920	63964	102522
1921	63995	102486
1922	64031	102456
1923	64062	102420
1924	64096	102388
1925	64129	102354
1926	64166	102325
1927	64199	102293
1928	64229	102254
1929	64264	102224
1930	64300	102194
1931	64336	102166
1932	64369	102131
1933	64403	102099
1934	64438	102069
1935	64467	102029
1936	64500	101995
1937	64533	101961
1938	64566	101927
1939	64594	101886
1940	64629	101855
1941	64665	101826
1942	64702	101798
1943	64731	101759
1944	64761	101721
1945	64797	101691
1946	64831	101658
1947	64861	101621
1948	64893	101586
1949	64931	101558
1950	64966	101529
1951	64998	101493
1952	65032	101461
1953	65068	101431
1954	65095	101388
1955	65127	101353
1956	65159	101318
1957	65193	101286
1958	65226	101252
1959	65258	101217
1960	65292	101185
1961	65326	101153
1962	65361	101121
1963	65396	101090
1964	65431	101060
1965	65464	101026
1966	65497	100993
1967	65529	100958
1968	65565	100928
1969	65599	100896
1970	65636	100869
1971	65670	100836
1972	65706	100808
1973	65739	100774
1974	65774	100743
1975	65813	100717
1976	65847	100687
1977	65882	100655
1978	65907	100609
1979	65936	100569
1980	65974	100544
1981	66006	100509
1982	66038	100473
1983	66068	100434
1984	66101	100401
1985	66131	100363
1986	66167	100333
1987	66205	100307
1988	66235	100269
1989	66269	100236
1990	66303	100204
1991	66331	100163
1992	66369	100136
1993	66398	100097
1994	66432	100065
1995	66468	100036
1996	66502	100003
1997	66533	99966
1998	66571	99940
1999	66606	99909
2000	66637	99872
2001	66667	99835
2002	66701	99803
2003	66726	99757
2004	66759	99723
2005	66796	99694
2006	66827	99657
2007	66865	99632
2008	66900	99600
2009	66929	99561
2010	66964	99530
2011	66992	99490
2012	67026	99457
2013	67060	99425
2014	67097	99397
2015	67131	99365
2016	67165	99333
2017	67197	99297
2018	67234	99270
2019	67267	99235
2020	67304	99208
2021	67337	99174
2022	67370	99140
2023	67407	99112
2024	67440	99079
2025	67470	99041
2026	67501	99005
2027	67531	98965
2028	67563	98930
2029	67597	98898
2030	67627	98861
2031	67666	98835
2032	67699	98802
2033	67733	98769
2034	67764	98733
2035	67794	98695
2036	67831	98667
2037	67865	98635
2038	67895	98597
2039	67930	98565
2040	67961	98529
2041	67998	98501
2042	68031	98467
2043	68066	98436
2044	68095	98396
2045	68128	98363
2046	68159	98326
2047	68191	98291
2048	68229	98265
2049	68263	98232
2050	68300	98204
2051	68337	98177
2052	68371	98144
2053	68407	98114
2054	68438	98077
2055	68470	98042
2056	68502	98008
2057	68534	97973
2058	68565	97935
2059	68601	97906
2060	68637	97877
2061	68670	97843
2062	68705	97813
2063	68740	97782
2064	68772	97746
2065	68807	97715
2066	68835	97675
2067	68872	97646
2068	68905	97613
2069	68937	97577
2070	68971	97545
2071	69004	97511
2072	69035	97476
2073	69067	97440
2074	69103	97410
2075	69140	97382
2076	69170	97344
2077	69202	97309
2078	69226	97263
2079	69260	97230
2080	69293	97197
2081	69324	97161
2082	69356	97125
2083	69386	97087
2084	69417	97051
2085	69444	97009
2086	69474	96970
2087	69509	96939
2088	69542	96906
2089	69579	96878
2090	69610	96841
2091	69644	96810
2092	69679	96779
2093	69711	96743
2094	69744	96709
2095	69777	96676
2096	69810	96642
2097	69849	96617
2098	69885	96588
2099	69918	96554
2100	69952	96522
2101	69986	96488
2102	70019	96455
2103	70050	96418
2104	70083	96385
2105	70113	96347
2106	70144	96310
2107	70181	96282
2108	70216	96252
2109	70251	96221
2110	70289	96194
2111	70326	96166
2112	70354	96125
2113	70386	96090
2114	70417	96054
2115	70451	96022
2116	70480	95982
2117	70512	95947
2118	70547	95916
2119	70580	95883
2120	70611	95846
2121	70648	95818
2122	70682	95786
2123	70712	95748
2124	70747	95717
2125	70785	95690
2126	70820	95659
2127	70859	95633
2128	70904	95615
2129	70941	95587
2130	70975	95555
2131	71014	95529
2132	71051	95500
2133	71085	95468
2134	71117	95433
2135	71150	95400
2136	71183	95366
2137	71221	95338
2138	71261	95314
2139	71297	95285
2140	71333	95256
2141	71365	95220
2142	71401	95190
2143	71437	95160
2144	71472	95129
2145	71514	95108
2146	71547	95074
2147	71579	95040
2148	71610	95003
2149	71647	94974
2150	71680	94940
2151	71716	94911
2152	71745	94872
2153	71781	94841
2154	71816	94811
2155	71852	94781
2156	71889	94753
2157	71924	94721
2158	71959	94690
2159	71987	94649
2160	72021	94618
2161	72055	94584
2162	72090	94554
2163	72125	94522
2164	72158	94489
2165	72194	94459
2166	72226	94424
2167	72260	94391
2168	72291	94355
2169	72319	94315
2170	72352	94282
2171	72389	94252
2172	72422	94219
2173	72458	94188
2174	72493	94158
2175	72528	94127
2176	72564	94097
2177	72597	94062
2178	72630	94030
2179	72665	93998
2180	72700	93967
2181	72734	93935
2182	72768	93902
2183	72805	93873
2184	72836	93837
2185	72874	93809
2186	72912	93783
2187	72946	93750
2188	72980	93717
2189	73017	93689
2190	73049	93653
2191	73080	93617
2192	73114	93584
2193	73148	93552
2194	73186	93525
2195	73221	93494
2196	73253	93459
2197	73289	93429
2198	73326	93400
2199	73358	93365
2200	73393	93334
2201	73428	93302
2202	73463	93271
2203	73501	93243
2204	73535	93212
2205	73572	93182
2206	73605	93149
2207	73640	93118
2208	73677	93089
2209	73710	93055
2210	73744	93022
2211	73779	92991
2212	73818	92965
2213	73853	92933
2214	73887	92901
2215	73915	92861
2216	73947	92826
2217	73976	92787
2218	74012	92757
2219	74047	92726
2220	74085	92698
2221	74116	92661
2222	74146	92625
2223	74180	92592
2224	74216	92562
2225	74243	92521
2226	74279	92490
2227	74312	92456
2228	74347	92425
2229	74381	92392
2230	74413	92357
2231	74449	92328
2232	74482	92294
2233	74512	92257
2234	74544	92222
2235	74579	92189
2236	74612	92156
2237	74643	92120
2238	74677	92088
2239	74712	92056
2240	74745	92023
2241	74778	91988
2242	74809	91952
2243	74847	91925
2244	74882	91893
2245	74914	91858
2246	74949	91826
2247	74982	91793
2248	75020	91766
2249	75054	91732
2250	75089	91702
2251	75120	91665
2252	75159	91639
2253	75190	91602
2254	75224	91570
2255	75255	91533
2256	75285	91496
2257	75323	91468
2258	75360	91440
2259	75391	91404
2260	75430	91376
2261	75458	91337
2262	75491	91303
2263	75527	91273
2264	75559	91238
2265	75594	91206
2266	75627	91172
2267	75660	91139
2268	75694	91106
2269	75728	91074
2270	75765	91045
2271	75797	91010
2272	75834	90981
2273	75868	90949
2274	75902	90915
2275	75934	90881
2276	75969	90850
2277	76005	90819
2278	76037	90784
2279	76073	90754
2280	76106	90719
2281	76148	90697
2282	76182	90664
2283	76214	90629
2284	76252	90601
2285	76282	90565
2286	76313	90527
2287	76345	90493
2288	76380	90462
2289	76413	90428
2290	76446	90394
2291	76482	90364
2292	76522	90338
2293	76554	90303
2294	76593	90277
2295	76629	90246
2296	76664	90215
2297	76691	90174
2298	76718	90133
2299	76758	90108
2300	76792	90075
2301	76823	90039
2302	76860	90010
2303	76895	89978
2304	76927	89943
2305	76961	89910
2306	76991	89873
2307	77024	89839
2308	77057	89805
2309	77093	89776
2310	77128	89744
2311	77164	89713
2312	77193	89675
2313	77226	89641
2314	77263	89612
2315	77298	89580
2316	77334	89550
2317	77367	89516
2318	77401	89483
2319	77434	89449
2320	77464	89412
2321	77497	89379
2322	77528	89343
2323	77559	89306
2324	77591	89271
2325	77626	89240
2326	77659	89206
2327	77688	89168
2328	77723	89137
2329	77757	89103
2330	77790	89069
2331	77824	89037
2332	77859	89005
2333	77891	88971
2334	77925	88938
2335	77956	88902
2336	77992	88872
2337	78022	88835
2338	78056	88801
2339	78091	88770
2340	78122	88734
2341	78152	88697
2342	78180	88657
2343	78214	88625
2344	78247	88591
2345	78281	88558
2346	78316	88527
2347	78345	88488
2348	78375	88451
2349	78410	88420
2350	78443	88386
2351	78476	88352
2352	78511	88320
2353	78543	88286
2354	78580	88256
2355	78612	88221
2356	78648	88192
2357	78681	88157
2358	78712	88121
2359	78753	88097
2360	78784	88060
2361	78814	88023
2362	78847	87989
2363	78883	87959
2364	78922	87932
2365	78959	87903
2366	78993	87870
2367	79030	87841
2368	79065	87809
2369	79094	87771
2370	79123	87733
2371	79158	87701
2372	79187	87663
2373	79220	87629
2374	79256	87598
2375	79288	87564
2376	79320	87528
2377	79353	87495
2378	79381	87456
2379	79413	87421
2380	79444	87385
2381	79480	87354
2382	79513	87321
2383	79543	87284
2384	79578	87252
2385	79614	87222
2386	79641	87182
2387	79676	87149
2388	79712	87119
2389	79748	87088
2390	79780	87054
2391	79816	87023
2392	79850	86990
2393	79886	86960
2394	79919	86926
2395	79955	86897
2396	79986	86860
2397	80018	86825
2398	80051	86792
2399	80083	86756
2400	80115	86721
2401	80148	86688
2402	80175	86648
2403	80209	86615
2404	80245	86585
2405	80278	86551
2406	80310	86516
2407	80343	86483
2408	80377	86450
2409	80414	86420
2410	80442	86381
2411	80473	86345
2412	80510	86316
2413	80545	86284
2414	80586	86259
2415	80624	86231
2416	80671	86212
2417	80711	86185
2418	80745	86152
2419	80786	86127
2420	80817	86092
2421	80856	86064
2422	80894	86035
2423	80932	86007
2424	80967	85976
2425	81000	85941
2426	81034	85909
2427	81069	85877
2428	81107	85849
2429	81140	85814
2430	81177	85785
2431	81209	85751
2432	81240	85714
2433	81277	85685
2434	81310	85651
2435	81345	85620
2436	81378	85585
2437	81414	85555
2438	81445	85519
2439	81471	85478
2440	81502	85442
2441	81531	85404
2442	81565	85371
2443	81603	85343
2444	81632	85305
2445	81664	85269
2446	81698	85237
2447	81732	85205
2448	81764	85169
2449	81799	85138
2450	81833	85105
2451	81869	85074
2452	81901	85039
2453	81935	85007
2454	81972	84977
2455	82002	84940
2456	82037	84909
2457	82074	84879
2458	82105	84843
2459	82133	84804
2460	82173	84777
2461	82206	84744
2462	82238	84709
2463	82272	84677
2464	82309	84646
2465	82343	84614
2466	82375	84579
2467	82409	84546
2468	82439	84509
2469	82476	84480
2470	82508	84444
2471	82538	84408
2472	82576	84379
2473	82610	84346
2474	82647	84317
2475	82678	84281
2476	82710	84246
2477	82740	84210
2478	82774	84177
2479	82811	84147
2480	82842	84111
2481	82877	84079
2482	82914	84049
2483	82953	84022
2484	82988	83990
2485	83024	83959
2486	83059	83927
2487	83092	83893
2488	83124	83859
2489	83155	83823
2490	83188	83789
2491	83222	83757
2492	83255	83723
2493	83283	83684
2494	83314	83648
2495	83347	83614
2496	83382	83583
2497	83414	83547
2498	83447	83514
2499	83480	83480
2500	83509	83442
2501	83550	83417
2502	83588	83388
2503	83622	83355
2504	83658	83324
2505	83693	83293
2506	83723	83255
2507	83756	83222
2508	83785	83184
2509	83820	83152
2510	83851	83116
2511	83883	83081
2512	83915	83047
2513	83950	83015
2514	83983	82982
2515	84022	82954
2516	84059	82923
2517	84090	82888
2518	84119	82850
2519	84158	82822
2520	84192	82789
2521	84228	82758
2522	84262	82725
2523	84291	82688
2524	84329	82659
2525	84373	82636
2526	84411	82607
2527	84447	82577
2528	84478	82541
2529	84511	82507
2530	84548	82476
2531	84585	82447
2532	84614	82409
2533	84647	82375
2534	84677	82338
2535	84706	82301
2536	84735	82263
2537	84762	82224
2538	84796	82191
2539	84832	82160
2540	84866	82127
2541	84896	82091
2542	84933	82061
2543	84969	82030
2544	84999	81993
2545	85032	81959
2546	85066	81927
2547	85099	81893
2548	85133	81859
2549	85165	81825
2550	85201	81794
2551	85235	81762
2552	85266	81726
2553	85298	81691
2554	85333	81659
2555	85364	81623
2556	85394	81587
2557	85428	81554
2558	85459	81518
2559	85488	81481
2560	85518	81444
2561	85556	81415
2562	85592	81384
2563	85626	81351
2564	85658	81316
2565	85691	81283
2566	85718	81244
2567	85753	81212
2568	85790	81181
2569	85823	81148
2570	85857	81115
2571	85888	81079
2572	85922	81047
2573	85955	81013
2574	85988	80979
2575	86016	80941
2576	86047	80905
2577	86079	80870
2578	86114	80838
2579	86149	80806
2580	86185	80776
2581	86217	80741
2582	86253	80710
2583	86291	80681
2584	86323	80646
2585	86356	80612
2586	86390	80579
2587	86421	80543
2588	86459	80515
2589	86487	80477
2590	86527	80449
2591	86570	80424
2592	86610	80397
2593	86646	80366
2594	86684	80338
2595	86721	80307
2596	86759	80278
2597	86794	80246
2598	86871	80253
2599	86912	80227
2600	86947	80195
2601	86994	80173
2602	87029	80141
2603	87056	80102
2604	87093	80072
2605	87132	80044
2606	87169	80014
2607	87209	79986
2608	87246	79956
2609	87283	79925
2610	87315	79891
2611	87346	79856
2612	87377	79820
2613	87409	79785
2614	87438	79748
2615	87469	79712
2616	87498	79674
2617	87529	79639
2618	87564	79606
2619	87592	79568
2620	87627	79536
2621	87661	79504
2622	87697	79472
2623	87727	79436
2624	87764	79405
2625	87801	79375
2626	87828	79336
2627	87861	79302
2628	87891	79266
2629	87928	79236
2630	87962	79203
2631	87996	79169
2632	88029	79136
2633	88065	79105
2634	88099	79072
2635	88129	79035
2636	88161	79000
2637	88195	78968
2638	88235	78940
2639	88262	78901
2640	88298	78870
2641	88329	78834
2642	88360	78798
2643	88394	78766
2644	88432	78736
2645	88462	78700
2646	88496	78667
2647	88529	78633
2648	88566	78603
2649	88598	78568
2650	88630	78534
2651	88667	78503
2652	88698	78468
2653	88727	78430
2654	88760	78396
2655	88792	78361
2656	88825	78327
2657	88858	78294
2658	88902	78270
2659	88936	78237
2660	88975	78209
2661	89009	78176
2662	89048	78147
2663	89078	78111
2664	89112	78077
2665	89148	78046
2666	89178	78010
2667	89213	77978
2668	89248	77945
2669	89285	77915
2670	89316	77880
2671	89351	77848
2672	89393	77822
2673	89425	77787
2674	89461	77756
2675	89493	77721
2676	89527	77688
2677	89555	77650
2678	89591	77619
2679	89621	77582
2680	89660	77554
2681	89692	77519
2682	89724	77484
2683	89759	77452
2684	89796	77422
2685	89834	77393
2686	89874	77364
2687	89908	77331
2688	89937	77294
2689	89969	77260
2690	90001	77225
2691	90038	77194
2692	90071	77160
2693	90105	77128
2694	90140	77096
2695	90174	77062
2696	90209	77031
2697	90245	76999
2698	90278	76966
2699	90315	76935
2700	90351	76903
2701	90380	76867
2702	90411	76831
2703	90441	76794
2704	90476	76762
2705	90504	76724
2706	90536	76689
2707	90570	76657
2708	90601	76621
2709	90635	76588
2710	90668	76554
2711	90703	76522
2712	90732	76485
2713	90761	76448
2714	90800	76419
2715	90835	76387
2716	90874	76358
2717	90910	76327
2718	90942	76292
2719	90975	76258
2720	91010	76226
2721	91041	76191
2722	91075	76158
2723	91109	76124
2724	91143	76091
2725	91177	76059
2726	91211	76026
2727	91241	75989
2728	91275	75957
2729	91310	75925
2730	91344	75892
2731	91373	75855
2732	91409	75823
2733	91437	75785
2734	91466	75747
2735	91496	75712
2736	91525	75675
2737	91559	75641
2738	91590	75606
2739	91613	75564
2740	91648	75532
2741	91682	75499
2742	91719	75468
2743	91754	75436
2744	91788	75403
2745	91820	75369
2746	91855	75337
2747	91890	75304
2748	91923	75270
2749	91953	75234
2750	91988	75202
2751	92022	75169
2752	92057	75137
2753	92090	75103
2754	92125	75071
2755	92157	75036
2756	92194	75006
2757	92230	74975
2758	92263	74941
2759	92297	74908
2760	92332	74875
2761	92368	74844
2762	92403	74812
2763	92435	74778
2764	92463	74739
2765	92497	74706
2766	92521	74666
2767	92558	74635
2768	92588	74598
2769	92616	74561
2770	92647	74525
2771	92682	74493
2772	92719	74462
2773	92751	74428
2774	92782	74393
2775	92818	74361
2776	92853	74329
2777	92886	74295
2778	92914	74257
2779	92947	74224
2780	92979	74189
2781	93012	74156
2782	93053	74128
2783	93082	74091
2784	93113	74056
2785	93148	74024
2786	93178	73987
2787	93214	73956
2788	93249	73924
2789	93280	73888
2790	93315	73856
2791	93349	73824
2792	93380	73787
2793	93416	73756
2794	93447	73721
2795	93476	73684
2796	93511	73652
2797	93549	73622
2798	93577	73585
2799	93611	73551
2800	93644	73518
2801	93676	73483
2802	93711	73451
2803	93743	73417
2804	93780	73386
2805	93815	73353
2806	93852	73323
2807	93882	73287
2808	93917	73255
2809	93949	73220
2810	93982	73186
2811	94015	73152
2812	94047	73118
2813	94083	73087
2814	94122	73057
2815	94155	73024
2816	94189	72990
2817	94224	72958
2818	94261	72927
2819	94292	72892
2820	94328	72861
2821	94366	72831
2822	94398	72796
2823	94439	72769
2824	94475	72737
2825	94503	72700
2826	94537	72666
2827	94574	72636
2828	94609	72603
2829	94639	72568
2830	94668	72531
2831	94700	72496
2832	94734	72463
2833	94771	72433
2834	94802	72397
2835	94838	72366
2836	94872	72333
2837	94908	72301
2838	94942	72268
2839	94973	72233
2840	95008	72201
2841	95043	72169
2842	95077	72136
2843	95116	72106
2844	95157	72078
2845	95190	72045
2846	95221	72009
2847	95252	71974
2848	95288	71943
2849	95325	71912
2850	95352	71874
2851	95388	71842
2852	95419	71807
2853	95450	71771
2854	95482	71736
2855	95515	71703
2856	95546	71668
2857	95583	71637
2858	95615	71603
2859	95648	71569
2860	95677	71532
2861	95711	71499
2862	95750	71469
2863	95779	71433
2864	95814	71401
2865	95848	71367
2866	95885	71337
2867	95920	71305
2868	95952	71270
2869	95992	71242
2870	96027	71209
2871	96063	71177
2872	96095	71143
2873	96129	71110
2874	96165	71078
2875	96199	71045
2876	96236	71014
2877	96269	70980
2878	96299	70945
2879	96333	70911
2880	96365	70877
2881	96398	70843
2882	96433	70811
2883	96460	70773
2884	96495	70741
2885	96529	70707
2886	96558	70671
2887	96588	70635
2888	96621	70601
2889	96659	70571
2890	96698	70542
2891	96739	70514
2892	96771	70479
2893	96810	70450
2894	96855	70425
2895	96888	70391
2896	96921	70357
2897	96954	70323
2898	96985	70288
2899	97024	70258
2900	97058	70225
2901	97097	70196
2902	97140	70169
2903	97177	70138
2904	97216	70109
2905	97254	70079
2906	97290	70047
2907	97324	70014
2908	97353	69977
2909	97389	69946
2910	97425	69914
2911	97459	69881
2912	97492	69847
2913	97521	69811
2914	97547	69772
2915	97584	69741
2916	97618	69708
2917	97652	69674
2918	97684	69640
2919	97720	69609
2920	97751	69574
2921	97786	69541
2922	97823	69510
2923	97856	69476
2924	97889	69442
2925	97916	69404
2926	97944	69367
2927	97981	69336
2928	98012	69301
2929	98048	69269
2930	98077	69233
2931	98106	69196
2932	98137	69161
2933	98174	69130
2934	98205	69095
2935	98241	69063
2936	98268	69025
2937	98300	68990
2938	98335	68958
2939	98364	68922
2940	98396	68887
2941	98430	68854
2942	98458	68817
2943	98488	68781
2944	98521	68747
2945	98557	68716
2946	98593	68684
2947	98625	68650
2948	98658	68616
2949	98687	68579
2950	98717	68543
2951	98753	68511
2952	98781	68474
2953	98814	68440
2954	98848	68408
2955	98886	68377
2956	98920	68344
2957	98955	68311
2958	98985	68276
2959	99021	68244
2960	99054	68210
2961	99087	68177
2962	99122	68144
2963	99155	68111
2964	99184	68074
2965	99214	68038
2966	99243	68002
2967	99274	67967
2968	99307	67932
2969	99337	67897
2970	99370	67863
2971	99401	67828
2972	99438	67797
2973	99471	67763
2974	99505	67730
2975	99535	67695
2976	99570	67662
2977	99600	67626
2978	99635	67594
2979	99667	67559
2980	99706	67529
2981	99740	67497
2982	99773	67463
2983	99810	67432
2984	99841	67396
2985	99875	67364
2986	99903	67326
2987	99935	67292
2988	99969	67259
2989	100005	67227
2990	100041	67196
2991	100071	67160
2992	100106	67128
2993	100138	67093
2994	100167	67056
2995	100199	67022
2996	100232	66989
2997	100268	66957
2998	100305	66926
2999	100338	66892
3000	100375	66861
3001	100409	66828
3002	100441	66793
3003	100476	66761
3004	100506	66725
3005	100537	66690
3006	100570	66656
3007	100603	66623
3008	100636	66589
3009	100670	66556
3010	100708	66525
3011	100745	66494
3012	100781	66462
3013	100815	66429
3014	100848	66395
3015	100877	66359
3016	100911	66326
3017	100944	66293
3018	100973	66256
3019	101006	66222
3020	101038	66188
3021	101078	66159
3022	101116	66128
3023	101147	66093
3024	101180	66059
3025	101206	66021
3026	101242	65990
3027	101271	65953
3028	101302	65918
3029	101337	65886
3030	101374	65855
3031	101407	65821
3032	101442	65788
3033	101475	65755
3034	101511	65723
3035	101544	65689
3036	101581	65658
3037	101614	65624
3038	101647	65590
3039	101678	65555
3040	101711	65521
3041	101744	65488
3042	101779	65455
3043	101824	65430
3044	101857	65396
3045	101891	65363
3046	101926	65330
3047	101958	65296
3048	101984	65257
3049	102020	65225
3050	102053	65192
3051	102078	65153
3052	102111	65120
3053	102145	65086
3054	102179	65053
3055	102215	65021
3056	102245	64986
3057	102273	64949
3058	102310	64917
3059	102342	64883
3060	102370	64846
3061	102401	64811
3062	102433	64777
3063	102468	64744
3064	102502	64711
3065	102536	64679
3066	102565	64642
3067	102595	64606
3068	102632	64576
3069	102658	64537
3070	102690	64503
3071	102720	64467
3072	102750	64432
3073	102782	64397
3074	102812	64362
3075	102848	64330
3076	102882	64297
3077	102915	64263
3078	102950	64231
3079	102983	64197
3080	103014	64162
3081	103048	64129
3082	103077	64093
3083	103113	64061
3084	103145	64027
3085	103179	63993
3086	103212	63960
3087	103250	63929
3088	103286	63897
3089	103320	63864
3090	103357	63833
3091	103394	63802
3092	103427	63768
3093	103461	63735
3094	103495	63702
3095	103526	63667
3096	103561	63635
3097	103592	63599
3098	103625	63566
3099	103663	63535
3100	103693	63499
3101	103724	63464
3102	103759	63432
3103	103793	63399
3104	103825	63365
3105	103859	63332
3106	103895	63300
3107	103926	63265
3108	103961	63233
3109	103994	63199
3110	104025	63164
3111	104061	63132
3112	104096	63099
3113	104130	63066
3114	104164	63033
3115	104200	63002
3116	104237	62970
3117	104274	62939
3118	104306	62904
3119	104339	62871
3120	104369	62835
3121	104403	62802
3122	104435	62768
3123	104472	62736
3124	104504	62702
3125	104538	62669
3126	104573	62637
3127	104610	62605
3128	104643	62572
3129	104677	62539
3130	104712	62506
3131	104746	62473
3132	104780	62440
3133	104815	62407
3134	104852	62376
3135	104881	62340
3136	104908	62302
3137	104938	62267
3138	104971	62234
3139	105007	62202
3140	105039	62167
3141	105073	62134
3142	105104	62099
3143	105141	62068
3144	105176	62035
3145	105204	61999
3146	105239	61966
3147	105273	61933
3148	105310	61901
3149	105344	61869
3150	105379	61836
3151	105414	61803
3152	105445	61768
3153	105487	61740
3154	105519	61706
3155	105551	61671
3156	105585	61638
3157	105615	61603
3158	105649	61570
3159	105681	61536
3160	105710	61500
3161	105747	61468
3162	105782	61436
3163	105818	61404
3164	105849	61369
3165	105879	61333
3166	105911	61299
3167	105947	61267
3168	105986	61237
3169	106020	61204
3170	106045	61165
3171	106082	61134
3172	106113	61099
3173	106151	61069
3174	106185	61035
3175	106216	61001
3176	106248	60966
3177	106282	60933
3178	106313	60898
3179	106348	60865
3180	106382	60833
3181	106414	60798
3182	106450	60766
3183	106494	60739
3184	106535	60710
3185	106573	60679
3186	106614	60650
3187	106652	60619
3188	106688	60587
3189	106721	60553
3190	106759	60522
3191	106798	60492
3192	106835	60460
3193	106876	60431
3194	106916	60401
3195	106955	60371
3196	106990	60338
3197	107031	60309
3198	107062	60274
3199	107101	60244
3200	107148	60218
3201	107184	60186
3202	107219	60154
3203	107256	60122
3204	107286	60087
3205	107318	60052
3206	107352	60019
3207	107388	59987
3208	107421	59953
3209	107454	59919
3210	107483	59884
3211	107517	59851
3212	107547	59815
3213	107582	59782
3214	107617	59750
3215	107653	59718
3216	107690	59686
3217	107725	59654
